combination;time
combination_6;755
combination_6;29
combination_6;49
combination_6;7
combination_6;50
combination_6;53
combination_7;11476
combination_7;11750
combination_7;12630
combination_7;12403
combination_7;11598
combination_7;41313
combination_7;43769
combination_7;42052
combination_7;42987
combination_7;44291
combination_7;159363
combination_7;181399
combination_7;157765
combination_7;157313
combination_7;159203
combination_7;953
combination_7;983
combination_7;1011
combination_7;998
combination_7;981
combination_7;192
combination_7;122
combination_7;154
combination_7;164
combination_7;123
combination_7;124
combination_7;457
combination_7;453
combination_7;500
combination_7;73
combination_7;2404
combination_7;2441
combination_7;2119
combination_7;1955
combination_7;2071
combination_7;479
combination_7;739
combination_7;1058
combination_7;711
combination_7;466
combination_7;71
combination_7;202
combination_7;82
combination_7;104
combination_7;141
combination_7;1366
combination_7;2377
combination_7;126
combination_7;492
combination_7;2274
combination_7;86
combination_7;75
combination_7;69
combination_7;67
combination_7;67
combination_7;974
combination_7;1015
combination_7;874
combination_7;960
combination_7;997
combination_7;2705
combination_7;3524
combination_7;2717
combination_7;761
combination_7;538
combination_7;646
combination_7;450
combination_7;1633
combination_7;686
combination_7;858
combination_7;715
combination_7;7432
combination_7;7455
combination_7;1319
combination_7;878
combination_7;2580
combination_7;2724
combination_7;2547
combination_7;2498
combination_7;2623
combination_7;3191
combination_7;536
combination_7;532
combination_7;2441
combination_7;3193
combination_7;2879
combination_7;2769
combination_7;2886
combination_7;2811
combination_7;3265
combination_7;712
combination_7;776
combination_7;84
combination_7;759
combination_7;739
combination_7;18
combination_7;49
combination_7;7
combination_7;58
combination_7;39
combination_8;13225
combination_8;7074
combination_8;7133
combination_8;7244
combination_8;7751
combination_8;42347
combination_8;33162
combination_8;33838
combination_8;34147
combination_8;33719
combination_8;300018
combination_8;300090
combination_8;300083
combination_8;300030
combination_8;300061
combination_8;2961
combination_8;1896
combination_8;1659
combination_8;1565
combination_8;1613
combination_8;539
combination_8;225
combination_8;261
combination_8;108
combination_8;185
combination_8;371
combination_8;863
combination_8;429
combination_8;488
combination_8;143
combination_8;2859
combination_8;2601
combination_8;2585
combination_8;2130
combination_8;3006
combination_8;840
combination_8;1392
combination_8;1826
combination_8;1409
combination_8;496
combination_8;113
combination_8;236
combination_8;109
combination_8;173
combination_8;203
combination_8;1917
combination_8;3050
combination_8;160
combination_8;630
combination_8;1579
combination_8;146
combination_8;76
combination_8;132
combination_8;88
combination_8;70
combination_8;599
combination_8;283
combination_8;583
combination_8;303
combination_8;305
combination_8;4322
combination_8;1652
combination_8;1796
combination_8;342
combination_8;261
